"ID","Progress","Finished","society.membership","subdiscipline","subdiscipline_28_TEXT","climate_campus","climate_dept","climate_lab","climate_teach","climate_student","climate.open","gender","gender_10_TEXT","race","race_7_TEXT","lgbtq","sexuality.specific","sexuality.specific_12_TEXT","gender.specific","gender.specific_4_TEXT","college.gen","college.gen_8_TEXT","disability","disability.specific","disability.specific_7_TEXT","job","job_10_TEXT","institution.type","country.reside","residence","immigration","lgbtq.climate_1","lgbtq.climate_2","lgbtq.climate_3","lgbtq.climate_4","lgbtq.climate_5","lgbtq.climate_6","lgbtq.climate2_1","lgbtq.climate2_2","lgbtq.climate2_3","lgbtq.climate2_4","lgbtq.climate2_5","lgbtq.climate2_6","lbtq.climate3_1","lbtq.climate3_2","lbtq.climate3_3","lbtq.climate3_4","lbtq.climate3_5","lbtq.climate3_6","lbtq.climate3_7","lbtq.climate3_8","outness_friends","outness_immediatefam","outness_extendedfam","outness_coworkers","outness_lab","outness_gradcourse","outness_undergrads","outness_broadly","personal_eb_work","other_eb","personal_eb_outside","society_included_lgbtq_open","workplace_included_lgbtq_open","workplace_sob_mean","biology_sob_mean","ascb_sob_mean","bps_sob_mean","gsa_sob_mean","isscr_sob_mean","saber_sob_mean","workplace_fom_mean","biology_fom_mean","ascb_fom_mean","bps_fom_mean","gsa_fom_mean","isscr_fom_mean","saber_fom_mean","lgbtq.discrim_mean","climate_inclusion_mean","climate_exclusion_mean","race2","gender2","gender3","lgbtq2","lgbq","tgnc","job2","region","gender4","genderbin","tgnc_all"
142,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Microbiology","","uncomfortable","uncomfortable","very comfortable","neutral",NA,"","Woman","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",5.33333333333333,5,NA,8,NA,NA,NA,4.66666666666667,5.66666666666667,NA,8,NA,NA,NA,NA,NA,NA,"white","woman","woman","no","no",NA,"faculty","southeastUS","ciswoman","ciswoman","no"
143,100,"True","Biophysical Society (BPS)","Biophysics,Other, please describe","structural biology","very comfortable","very comfortable","very comfortable","very comfortable",NA,"","Woman","","White","","No","","","","","High school diploma or GED","","No","","","A full professor","","R1 doctoral university","United States of America","Northeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,10,NA,8.33333333333333,NA,NA,NA,8.33333333333333,10,NA,7,NA,NA,NA,NA,NA,NA,"white","woman","woman","no","no",NA,"faculty","northeastUS","ciswoman","ciswoman","no"
144,100,"True","American Society of Cell Biology (ASCB),Biophysical Society (BPS)","Biochemistry,Biophysics,Cell biology","","uncomfortable","uncomfortable","neutral","uncomfortable",NA,"","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","United States of America","Western US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",5,5,3,4,NA,NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","westUS","cisman","cisman","no"
145,100,"True","Biophysical Society (BPS)","Biophysics,Cell biology,Neuroscience","","neutral","comfortable","very comfortable",NA,"comfortable","","Woman","","White","","No","","","","","Master’s degree (for example: MA, MS, MEd, MSW, MBA)","","No","","","Other, please describe","research scientist (post-bachelors, pre-graduate)","Baccalaureate college or university","United States of America","Western US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9,5.33333333333333,NA,7.33333333333333,NA,NA,NA,9,5.66666666666667,NA,7.66666666666667,NA,NA,NA,NA,NA,NA,"white","woman","woman","no","no",NA,"other","westUS","ciswoman","ciswoman","no"
146,100,"True","Biophysical Society (BPS)","Biophysics","","very comfortable","very comfortable","very comfortable","very comfortable",NA,"","Man","","American Indian or Alaska Native","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,10,NA,10,NA,NA,NA,10,10,NA,10,NA,NA,NA,NA,NA,NA,"other","man","man","no","no",NA,"faculty","southeastUS","cisman","cisman","no"
147,100,"True","American Society of Cell Biology (ASCB),Biophysical Society (BPS)","Biochemistry,Biophysics,Cell biology,Molecular biology,Other, please describe","Chemistry","very comfortable","very comfortable","very comfortable","comfortable",NA,"","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,10,8,9.66666666666667,NA,NA,NA,9.66666666666667,10,8.33333333333333,9.66666666666667,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","southeastUS","cisman","cisman","no"
148,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Cell biology,Physiology","","very comfortable","very comfortable","very comfortable",NA,NA,"","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","Employed in a government position","","I do not work at an academic institution","United States of America","Northeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",8.66666666666667,10,NA,10,NA,NA,NA,8,10,NA,10,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"government","northeastUS","cisman","cisman","no"
149,100,"True","Biophysical Society (BPS)","Biophysics","","neutral","very comfortable","very comfortable","comfortable",NA,"","Decline to state","","Decline to state","","Decline to state","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","Decline to state","","","A full professor","","R3 doctoral university","United States of America","Midwestern US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",8.66666666666667,5,NA,7.66666666666667,NA,NA,NA,7,5,NA,5,NA,NA,NA,NA,NA,NA,NA,"decline",NA,NA,NA,NA,"faculty","midwestUS",NA,NA,NA
150,100,"True","Biophysical Society (BPS)","Biophysics","","uncomfortable","comfortable","comfortable","neutral",NA,"","Woman","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",6,5,NA,10,NA,NA,NA,5.66666666666667,5,NA,9.33333333333333,NA,NA,NA,NA,NA,NA,"white","woman","woman","no","no",NA,"faculty",NA,"ciswoman","ciswoman","no"
151,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Discipline-based education (DBER)","","very comfortable","very comfortable",NA,"very comfortable",NA,"","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","Baccalaureate college or university","United States of America","Northeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9.66666666666667,6.66666666666667,NA,9.33333333333333,NA,NA,NA,9.33333333333333,8,NA,8.66666666666667,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","northeastUS","cisman","cisman","no"
152,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Molecular biology","","very comfortable","very comfortable","very comfortable",NA,NA,"I'm the PI, so clearly I like it;-)","Woman","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","Germany","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,6,NA,7,NA,NA,NA,10,6.33333333333333,NA,7.66666666666667,NA,NA,NA,NA,NA,NA,"white","woman","woman","no","no",NA,"faculty","outsideUS","ciswoman","ciswoman","no"
153,100,"True","American Society of Cell Biology (ASCB),Biophysical Society (BPS),Genetics Society of America (GSA)","Biochemistry,Biophysics,Cell biology,Genetics,Molecular biology","","comfortable","uncomfortable","neutral","neutral","neutral","","Woman","","Other (please describe)","south Asian","No","","","","","Bachelor’s degree (for example: BA, BS)","","No","","","A postdoctoral scholar","","R1 doctoral university","United States of America","Northeastern US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,7,10,7,2.33333333333333,NA,NA,8.33333333333333,7.33333333333333,10,8.33333333333333,4,NA,NA,NA,NA,NA,"other","woman","woman","no","no",NA,"postdoc","northeastUS","ciswoman","ciswoman","no"
154,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Microbiology,Neuroscience,Systems biology","","uncomfortable","uncomfortable","very comfortable",NA,NA,"Too many senior faculty that have not achieved anything that limit the ability of successful faculty","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","United States of America","Northeastern US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",5,7.33333333333333,NA,5.66666666666667,NA,NA,NA,1.33333333333333,6.66666666666667,NA,5,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","northeastUS","cisman","cisman","no"
155,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Molecular biology","","comfortable","uncomfortable","very comfortable","very comfortable",NA,"","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",4.33333333333333,5,NA,6,NA,NA,NA,2,6.33333333333333,NA,8,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","southeastUS","cisman","cisman","no"
156,100,"True","Biophysical Society (BPS)","Biophysics","","comfortable","comfortable",NA,NA,NA,"Generally comfortable climate","Man","","Asian","","No","","","","","Other, please describe","Professional qualification after bachelors. ","No","","","A full professor","","R1 doctoral university","Netherlands","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9.33333333333333,0,NA,8,NA,NA,NA,9,3.33333333333333,NA,8,NA,NA,NA,NA,NA,NA,"asian","man","man","no","no",NA,"faculty","outsideUS","cisman","cisman","no"
157,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Cell biology,Molecular biology,Physiology","","very comfortable","very comfortable","comfortable","very comfortable",NA,"My institution sees as its mission education and advancement of under-represented groups. I am very happy to be associated with this mission. Overall it has been relatively successful in this mission.","Man","","White","","No","","","","","High school diploma or GED","","No","","","Other, please describe","professor, retired as emeritus 2 years ago.","R1 doctoral university","United States of America","Midwestern US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9,7,NA,8,NA,NA,NA,7.66666666666667,6.33333333333333,NA,7.33333333333333,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","midwestUS","cisman","cisman","no"
158,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Cell biology,Physiology","","very comfortable","very comfortable","very comfortable","very comfortable",NA,"","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","","United States of America","Northeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,8,NA,10,NA,NA,NA,7.33333333333333,8,NA,10,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","northeastUS","cisman","cisman","no"
159,100,"True","Biophysical Society (BPS)","Biophysics,Neuroscience,Physiology","","very comfortable","comfortable","very comfortable","comfortable",NA,"best practices for inclusion are still changing and I am still trying to keep up","Man","","Asian","","No","","","","","Bachelor’s degree (for example: BA, BS)","","No","","","An associate professor","","R1 doctoral university","United States of America","Northeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9.66666666666667,6.66666666666667,NA,7,NA,NA,NA,8,7.33333333333333,NA,8.66666666666667,NA,NA,NA,NA,NA,NA,"asian","man","man","no","no",NA,"faculty","northeastUS","cisman","cisman","no"
160,100,"True","Biophysical Society (BPS)","Anatomy,Biochemistry,Bioinformatics,Biophysics,Biotechnology,Cell biology,Developmental biology,Embryology,Genetics,Molecular biology,Neuroscience,Physiology,Systems biology","","very comfortable","very comfortable",NA,NA,"","","Man","","White","","No","","","","","High school diploma or GED","","No","","","A full professor","","R3 doctoral university","United States of America","Western US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9,9,NA,7,NA,NA,NA,8.66666666666667,9,NA,6.66666666666667,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","westUS","cisman","cisman","no"
161,100,"True","American Society of Cell Biology (ASCB),Biophysical Society (BPS)","Biochemistry,Biophysics,Cell biology,Physiology","","very comfortable","comfortable","very comfortable","comfortable",NA,"","Man","","White","","No","","","","","Did not complete high school","","Yes","Hearing loss","","A full professor","","R1 doctoral university","United States of America","Northeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,7,4,10,NA,NA,NA,7.33333333333333,6.33333333333333,4.33333333333333,8.33333333333333,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","northeastUS","cisman","cisman","no"
162,100,"True","Biophysical Society (BPS)","Biochemistry","","comfortable","comfortable",NA,"very comfortable",NA,"teaching at a community college","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","Associates college or community college","United States of America","Southwestern US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,10,NA,10,NA,NA,NA,8.66666666666667,10,NA,10,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","southwestUS","cisman","cisman","no"
163,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Microbiology,Other, please describe","structural biology","very comfortable","very comfortable","very comfortable",NA,NA,"","Woman","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","Employed in a government position","","I do not work at an academic institution","United States of America","Northeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,10,NA,10,NA,NA,NA,10,10,NA,10,NA,NA,NA,NA,NA,NA,"white","woman","woman","no","no",NA,"government","northeastUS","ciswoman","ciswoman","no"
164,100,"True","Biophysical Society (BPS)","Biochemistry,Bioinformatics,Biophysics,Molecular biology","","very comfortable","very comfortable","very comfortable","very comfortable",NA,"","Woman","","American Indian or Alaska Native","","Yes","Lesbian or Gay","","Gender-queer or gender non-binary","","Bachelor’s degree (for example: BA, BS)","","No","","","A full professor","","R1 doctoral university","United States of America","Northeastern US","Yes",4,2,4,4,3,2,4,2,2,1,5,4,1,4,2,4,4,2,4,4,"Out","Out","Out to most","Out","Out","Out to a few","Out to a few","Out to some","no","no","no","LGBTQ affinity group.  Technical session composed of LGBTQ scientists. ","We already have a very inclusive workplace. ",9,4,NA,5,NA,NA,NA,8.66666666666667,5.33333333333333,NA,5.66666666666667,NA,NA,NA,3,4,1.75,"other","woman","woman","yes","yes","yes","faculty","northeastUS","tgnc",NA,"yes"
165,100,"True","Biophysical Society (BPS)","Biophysics,Biotechnology","","very comfortable","very comfortable","very comfortable","very comfortable",NA," ","Decline to state","","Decline to state","","Decline to state","","","","","Some college but no degree","","No","","","A full professor","","R1 doctoral university","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,5,NA,5,NA,NA,NA,9.33333333333333,9.33333333333333,NA,8.66666666666667,NA,NA,NA,NA,NA,NA,NA,"decline",NA,NA,NA,NA,"faculty","southeastUS",NA,NA,NA
166,100,"True","Biophysical Society (BPS)","Biophysics,Other, please describe","Computational biophysics","neutral","uncomfortable","very uncomfortable","uncomfortable","uncomfortable","In a department claiming to be the most inclusive within a fancy medical school, as a female, not white postdoc I only interacted with old, white, men faculty who do everything to find jobs to other female postdocs in the most awkward ways: I love your country’s food. My son dated with a XYZ girl before. 
All the while, the same faculty would ask research questions to American postdocs and treat them as colleagues. That is not an inclusive climate, I would say.","Woman","","More than one race/ethnicity","","No","","","","","High school diploma or GED","","No","","","A postdoctoral scholar","","R1 doctoral university","United States of America","Midwestern US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",3.33333333333333,2,NA,6.66666666666667,NA,NA,NA,5,3.33333333333333,NA,8,NA,NA,NA,NA,NA,NA,"other","woman","woman","no","no",NA,"postdoc","midwestUS","ciswoman","ciswoman","no"
167,100,"True","Biophysical Society (BPS)","Biophysics","","neutral","comfortable","comfortable","comfortable",NA,"","Man","","Asian","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","R1 doctoral university","United States of America","Northeastern US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",6.33333333333333,9,NA,10,NA,NA,NA,4.33333333333333,8.33333333333333,NA,10,NA,NA,NA,NA,NA,NA,"asian","man","man","no","no",NA,"faculty","northeastUS","cisman","cisman","no"
168,100,"True","American Society of Cell Biology (ASCB),Biophysical Society (BPS)","Biophysics,Cell biology","","comfortable","neutral","very comfortable",NA,NA,"","Woman","","White","","No","","","","","Bachelor’s degree (for example: BA, BS)","","No","","","An associate professor","","R1 doctoral university","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9,5,5,5.33333333333333,NA,NA,NA,6.66666666666667,5,5.66666666666667,6,NA,NA,NA,NA,NA,NA,"white","woman","woman","no","no",NA,"faculty",NA,"ciswoman","ciswoman","no"
169,100,"True","Biophysical Society (BPS)","Biophysics","","very comfortable","very comfortable","very comfortable",NA,NA,"Love the acceptance and accommodation ","Man","","Asian","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A postdoctoral scholar","","Master's college or university","United States of America","Western US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",6.33333333333333,7.33333333333333,NA,5.66666666666667,NA,NA,NA,7,9,NA,8,NA,NA,NA,NA,NA,NA,"asian","man","man","no","no",NA,"postdoc","westUS","cisman","cisman","no"
170,100,"True","Society for the Advancement of Biology Education Research (SABER)","Microbiology","","very comfortable","very comfortable","very comfortable","very comfortable",NA,"At this point in my career I feel very comfortable in the classroom and at my place of employment.  ","Woman","","Hispanic, Latin*, or Spanish origin","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A full professor","","Master's college or university","United States of America","Western US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",8,7,NA,NA,NA,NA,4,6,7,NA,NA,NA,NA,5.33333333333333,NA,NA,NA,"latinx","woman","woman","no","no",NA,"faculty","westUS","ciswoman","ciswoman","no"
171,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Cell biology,Molecular biology","","very comfortable","very comfortable","very comfortable","very comfortable",NA,"","Man","","White","","No","","","","","Bachelor’s degree (for example: BA, BS)","","Yes","Learning disability (e.g. dyslexia),Mental health and/or psychological disability (e.g. bipolar disorder, depression)","","An assistant professor","","R1 doctoral university","United States of America","Southwestern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9,9,NA,10,NA,NA,NA,9.66666666666667,9,NA,9.33333333333333,NA,NA,NA,NA,NA,NA,"white","man","man","no","no",NA,"faculty","southwestUS","cisman","cisman","no"
172,100,"True","Society for the Advancement of Biology Education Research (SABER)","Microbiology","","comfortable","very comfortable","very comfortable","very comfortable",NA,"","Man","","White","","No","","","","","High school diploma or GED","","No","","","A full professor","","R2 doctoral university","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,9,NA,NA,NA,NA,7,8,9,NA,NA,NA,NA,6.33333333333333,NA,NA,NA,"white","man","man","no","no",NA,"faculty","southeastUS","cisman","cisman","no"
173,100,"True","Genetics Society of America (GSA),Society for the Advancement of Biology Education Research (SABER)","Discipline-based education (DBER),Genetics,Microbiology,Molecular genetics,Mycology","","neutral","neutral",NA,"comfortable",NA,"","Man","","White","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","Yes","Mental health and/or psychological disability (e.g. bipolar disorder, depression),Chronic health condition (e.g. cancer, diabetes)","","A full professor","","Baccalaureate college or university","United States of America","Midwestern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",6,5,NA,NA,5,NA,5,3,5,NA,NA,4.33333333333333,NA,5,NA,NA,NA,"white","man","man","no","no",NA,"faculty","midwestUS","cisman","cisman","no"
174,100,"True","Society for the Advancement of Biology Education Research (SABER)","Anatomy,Neuroscience,Physiology","","neutral","comfortable","very comfortable","very comfortable",NA,"","Woman","","Asian","","No","","","","","Master’s degree (for example: MA, MS, MEd, MSW, MBA)","","No","","","A full professor","","Master's college or university","United States of America","Western US","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",6,5,NA,NA,NA,NA,8,6.66666666666667,5.33333333333333,NA,NA,NA,NA,8.33333333333333,NA,NA,NA,"asian","woman","woman","no","no",NA,"faculty","westUS","ciswoman","ciswoman","no"
175,100,"True","I am not currently associated with any of the above societies","Biochemistry,Cell biology,Immunology,Molecular biology","","very comfortable","very comfortable","comfortable",NA,NA,"","Woman","","White","","Yes","Lesbian or Gay,Bisexual,Queer as it relates to my sexuality","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Higher than a Master’s degree (for example: PhD, MD, JD)","","Yes","Chronic health condition (e.g. cancer, diabetes)","","A non-tenure track faculty member or research staff","","R1 doctoral university","United States of America","Midwestern US","Yes",4,1,4,5,4,1,5,2,NA,1,4,5,1,5,1,5,5,NA,4,NA,"Out","Out","Out to a few","Out to most",NA,NA,NA,"Out to a few","yes","no","no","","",9,9,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,6.25,4.54545454545455,1.16666666666667,"white","woman","woman","yes","yes","no","staff","midwestUS","ciswoman","ciswoman","no"
176,100,"True","Society for the Advancement of Biology Education Research (SABER)","I do not identify as working within a sub-discipline of biology","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",7,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,5.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,100,"True","Society for the Advancement of Biology Education Research (SABER)","Biochemistry,Microbiology,Molecular genetics","","neutral",NA,"very comfortable",NA,NA,"I work from home so I do not have a full experience of what campus is like. My individual group is inclusive of the needs that I am aware of. ","Woman","","White","","No","","","","","Bachelor’s degree (for example: BA, BS)","","No","","","A postdoctoral scholar","","R1 doctoral university","United States of America","Midwestern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",5.66666666666667,7.33333333333333,NA,NA,NA,NA,10,6.66666666666667,7.66666666666667,NA,NA,NA,NA,9,NA,NA,NA,"white","woman","woman","no","no",NA,"postdoc","midwestUS","ciswoman","ciswoman","no"
178,100,"True","Society for the Advancement of Biology Education Research (SABER)","Neuroscience,Physiology","","neutral","uncomfortable",NA,"very comfortable",NA,"","Man","","White","","No","","","","","Bachelor’s degree (for example: BA, BS)","","No","","","An assistant professor","","Baccalaureate college or university","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",4.33333333333333,5.33333333333333,NA,NA,NA,NA,5.66666666666667,5.66666666666667,7.33333333333333,NA,NA,NA,NA,6,NA,NA,NA,"white","man","man","no","no",NA,"faculty","southeastUS","cisman","cisman","no"
179,100,"True","Society for the Advancement of Biology Education Research (SABER)","Discipline-based education (DBER)","","neutral","neutral","uncomfortable",NA,NA,"","Woman","","White","","Yes","Asexual/aromantic","","","","Master’s degree (for example: MA, MS, MEd, MSW, MBA)","","No","","","A graduate student","","R1 doctoral university","United States of America","Midwestern US","Yes",3,4,1,3,2,4,4,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"Out to a few","Not out","Not out","Out to a few","Out to a few",NA,NA,"Not out","no","decline","no","","",6,4,NA,NA,NA,NA,7,4.66666666666667,7,NA,NA,NA,NA,6.66666666666667,2,2.57142857142857,3.8,"white","woman","woman","yes","yes",NA,"grad_student","midwestUS","ciswoman","ciswoman",NA
180,100,"True","Biophysical Society (BPS)","Biochemistry,Biophysics,Biotechnology,Cell biology,Discipline-based education (DBER),Physiology,Other, please describe","Pharmacology","very comfortable","very comfortable","very comfortable","very comfortable",NA,"","Man","","More than one race/ethnicity","","No","","","","","High school diploma or GED","","Decline to state","","","A full professor","","R3 doctoral university","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9,9,NA,9,NA,NA,NA,8.33333333333333,9,NA,9,NA,NA,NA,NA,NA,NA,"other","man","man","no","no",NA,"faculty","southeastUS","cisman","cisman","no"
